"X","Y","Z"
398.358118,118.118848,61.4961411
382.96331,187.064777,72.8883577
348.189526,136.462621,165.734532
587.889544,490.806804,72.4873768
329.964265,234.413001,243.970739
123.000829,327.811602,332.303369
304.220736,517.685163,45.8042292
109.159114,481.487928,184.819941
531.646063,266.722697,117.657407
658.865201,253.843688,17.5461847
387.668794,344.128663,173.741888
278.136237,276.976559,131.452262
483.561008,189.413052,104.219057
222.213941,118.641835,67.9135478
396.33939,470.582788,332.448083
102.625205,82.3815305,318.110381
658.799982,399.209653,135.378903
369.086729,382.721056,243.558824
274.671027,516.026962,126.547794
460.955557,205.304842,317.836749
172.396198,292.354341,322.458322
621.523719,169.907449,87.3215719
321.063023,118.483375,37.9564672
457.271867,412.579911,247.549396
630.944252,418.988172,29.9269772
623.831954,425.716887,183.696959
70.0917736,170.032252,133.833297
166.136289,333.913348,202.284433
174.469138,272.726424,190.90377
358.389139,69.7662625,302.374512
136.16178,211.033802,11.1136138
439.952352,169.782613,213.62346
147.958374,313.421351,189.889971
128.208373,228.97159,126.237178
435.939648,222.417449,93.2390878
293.965901,386.042544,87.5945985
105.270403,91.6438657,175.514425
142.44876,477.614482,164.420105
490.225374,328.305895,45.8376088
331.413278,324.671858,15.0853536
171.158727,91.97319,157.314279
532.849583,475.380596,47.5141282
640.483225,239.788898,93.922318
701.670367,395.044917,27.0243062
580.375954,226.235305,142.411639
79.5475302,418.28858,17.0676398
638.961304,160.5044,162.082097
251.656491,287.790714,261.174569
465.471617,148.623043,181.70836
242.700332,136.407685,204.342175
238.025587,150.580643,166.845502
172.511154,489.021976,10.9028722
510.13333,261.278756,153.421572
355.493176,273.120421,26.6574799
77.7136892,260.493129,298.326691
680.473585,369.998591,300.899589
469.793197,394.945427,24.5906022
230.498626,219.679761,45.0582111
686.85763,280.167297,283.243302
407.12174,234.980516,167.804807
127.35383,276.266775,104.686984
331.67125,283.28987,252.872049
41.3836934,142.259935,211.371004
264.663,94.4174065,192.584947
87.0467381,383.154967,71.8231183
431.805909,207.399822,293.105672
140.157608,66.6671674,238.52555
628.999301,136.133963,322.061956
191.866897,510.364773,226.289775
145.173479,380.150524,88.9380951
377.545944,163.01765,132.044931
255.612221,429.038138,123.719842
662.494392,352.761882,197.185149
510.361135,435.959071,263.458899
208.178895,71.820974,150.295206
677.741662,325.610487,313.926438
642.277398,320.647086,245.09082
375.524142,374.501586,71.1109828
67.0391785,137.455315,-1.98097869
496.165021,438.793533,107.228763
